x-axis,1
second,Volt
-10.00000E-03,+2.00924614E+00
-9.99000E-03,+1.96402001E+00
-9.98000E-03,+1.96100494E+00
-9.97000E-03,+2.00924614E+00
-9.96000E-03,+2.01226122E+00
-9.95000E-03,+2.05748735E+00
-9.94000E-03,+2.05748735E+00
-9.93000E-03,+2.05748735E+00
-9.92000E-03,+2.01226122E+00
-9.91000E-03,+2.05748735E+00
-9.90000E-03,+2.01226122E+00
-9.89000E-03,+2.05748735E+00
-9.88000E-03,+2.01226122E+00
-9.87000E-03,+2.05748735E+00
-9.86000E-03,+2.05748735E+00
-9.85000E-03,+2.05748735E+00
-9.84000E-03,+2.05748735E+00
-9.83000E-03,+2.05748735E+00
-9.82000E-03,+2.10572855E+00
-9.81000E-03,+2.01226122E+00
-9.80000E-03,+2.06050242E+00
-9.79000E-03,+2.10572855E+00
-9.78000E-03,+2.05748735E+00
-9.77000E-03,+2.01226122E+00
-9.76000E-03,+2.05748735E+00
-9.75000E-03,+2.01226122E+00
-9.74000E-03,+2.05748735E+00
-9.73000E-03,+2.05748735E+00
-9.72000E-03,+2.05748735E+00
-9.71000E-03,+2.00924614E+00
-9.70000E-03,+1.96402001E+00
-9.69000E-03,+2.01226122E+00
-9.68000E-03,+2.05748735E+00
-9.67000E-03,+2.00924614E+00
-9.66000E-03,+1.96402001E+00
-9.65000E-03,+2.00924614E+00
-9.64000E-03,+2.00924614E+00
-9.63000E-03,+2.00924614E+00
-9.62000E-03,+1.96100494E+00
-9.61000E-03,+1.96402001E+00
-9.60000E-03,+1.96100494E+00
-9.59000E-03,+1.91276373E+00
-9.58000E-03,+1.86452252E+00
-9.57000E-03,+1.86452252E+00
-9.56000E-03,+1.81929639E+00
-9.55000E-03,+1.81628132E+00
-9.54000E-03,+1.76804011E+00
-9.53000E-03,+1.81628132E+00
-9.52000E-03,+1.76804011E+00
-9.51000E-03,+1.71979891E+00
-9.50000E-03,+1.71979891E+00
-9.49000E-03,+1.67155770E+00
-9.48000E-03,+1.67155770E+00
-9.47000E-03,+1.62331650E+00
-9.46000E-03,+1.57507529E+00
-9.45000E-03,+1.57507529E+00
-9.44000E-03,+1.48160796E+00
-9.43000E-03,+1.43336675E+00
-9.42000E-03,+1.47859288E+00
-9.41000E-03,+1.43035167E+00
-9.40000E-03,+1.43035167E+00
-9.39000E-03,+1.38211047E+00
-9.38000E-03,+1.33386926E+00
-9.37000E-03,+1.28562806E+00
-9.36000E-03,+1.23738685E+00
-9.35000E-03,+1.14090444E+00
-9.34000E-03,+1.14391952E+00
-9.33000E-03,+1.09266324E+00
-9.32000E-03,+1.09266324E+00
-9.31000E-03,+1.04442203E+00
-9.30000E-03,+996.18082E-03
-9.29000E-03,+996.18082E-03
-9.28000E-03,+999.19590E-03
-9.27000E-03,+996.18082E-03
-9.26000E-03,+996.18082E-03
-9.25000E-03,+996.18082E-03
-9.24000E-03,+996.18082E-03
-9.23000E-03,+996.18082E-03
-9.22000E-03,+950.95469E-03
-9.21000E-03,+947.93962E-03
-9.20000E-03,+947.93962E-03
-9.19000E-03,+947.93962E-03
-9.18000E-03,+902.71349E-03
-9.17000E-03,+947.93962E-03
-9.16000E-03,+947.93962E-03
-9.15000E-03,+947.93962E-03
-9.14000E-03,+950.95469E-03
-9.13000E-03,+947.93962E-03
-9.12000E-03,+996.18082E-03
-9.11000E-03,+950.95469E-03
-9.10000E-03,+947.93962E-03
-9.09000E-03,+996.18082E-03
-9.08000E-03,+947.93962E-03
-9.07000E-03,+947.93962E-03
-9.06000E-03,+947.93962E-03
-9.05000E-03,+902.71349E-03
-9.04000E-03,+950.95469E-03
-9.03000E-03,+947.93962E-03
-9.02000E-03,+902.71349E-03
-9.01000E-03,+947.93962E-03
-9.00000E-03,+996.18082E-03
-8.99000E-03,+950.95469E-03
-8.98000E-03,+950.95469E-03
-8.97000E-03,+996.18082E-03
-8.96000E-03,+1.04442203E+00
-8.95000E-03,+1.04442203E+00
-8.94000E-03,+1.04442203E+00
-8.93000E-03,+1.09266324E+00
-8.92000E-03,+1.09266324E+00
-8.91000E-03,+1.09266324E+00
-8.90000E-03,+1.09567831E+00
-8.89000E-03,+1.14090444E+00
-8.88000E-03,+1.09567831E+00
-8.87000E-03,+1.14090444E+00
-8.86000E-03,+1.14090444E+00
-8.85000E-03,+1.14090444E+00
-8.84000E-03,+1.14090444E+00
-8.83000E-03,+1.14090444E+00
-8.82000E-03,+1.18914565E+00
-8.81000E-03,+1.14391952E+00
-8.80000E-03,+1.14090444E+00
-8.79000E-03,+1.04743711E+00
-8.78000E-03,+1.04743711E+00
-8.77000E-03,+1.09266324E+00
-8.76000E-03,+1.09266324E+00
-8.75000E-03,+996.18082E-03
-8.74000E-03,+999.19590E-03
-8.73000E-03,+947.93962E-03
-8.72000E-03,+950.95469E-03
-8.71000E-03,+950.95469E-03
-8.70000E-03,+947.93962E-03
-8.69000E-03,+947.93962E-03
-8.68000E-03,+947.93962E-03
-8.67000E-03,+947.93962E-03
-8.66000E-03,+950.95469E-03
-8.65000E-03,+902.71349E-03
-8.64000E-03,+947.93962E-03
-8.63000E-03,+947.93962E-03
-8.62000E-03,+947.93962E-03
-8.61000E-03,+947.93962E-03
-8.60000E-03,+947.93962E-03
-8.59000E-03,+947.93962E-03
-8.58000E-03,+947.93962E-03
-8.57000E-03,+947.93962E-03
-8.56000E-03,+996.18082E-03
-8.55000E-03,+996.18082E-03
-8.54000E-03,+947.93962E-03
-8.53000E-03,+947.93962E-03
-8.52000E-03,+996.18082E-03
-8.51000E-03,+947.93962E-03
-8.50000E-03,+947.93962E-03
-8.49000E-03,+902.71349E-03
-8.48000E-03,+947.93962E-03
-8.47000E-03,+947.93962E-03
-8.46000E-03,+947.93962E-03
-8.45000E-03,+902.71349E-03
-8.44000E-03,+902.71349E-03
-8.43000E-03,+950.95469E-03
-8.42000E-03,+902.71349E-03
-8.41000E-03,+947.93962E-03
-8.40000E-03,+947.93962E-03
-8.39000E-03,+947.93962E-03
-8.38000E-03,+902.71349E-03
-8.37000E-03,+947.93962E-03
-8.36000E-03,+996.18082E-03
-8.35000E-03,+947.93962E-03
-8.34000E-03,+902.71349E-03
-8.33000E-03,+947.93962E-03
-8.32000E-03,+996.18082E-03
-8.31000E-03,+947.93962E-03
-8.30000E-03,+947.93962E-03
-8.29000E-03,+996.18082E-03
-8.28000E-03,+996.18082E-03
-8.27000E-03,+996.18082E-03
-8.26000E-03,+947.93962E-03
