x-axis,1,2,F1
second,Volt,Volt,Volt
-6.47000E-03,-1.76595989E+00,+1.68510313E+00,-3.43440771E+00
-6.46000E-03,-1.75465336E+00,+1.67505288E+00,-3.41389990E+00
-6.45000E-03,-1.77475386E+00,+1.66500263E+00,-3.42464209E+00
-6.44000E-03,-1.75465336E+00,+1.69515338E+00,-3.43440771E+00
-6.43000E-03,-1.76595989E+00,+1.67505288E+00,-3.42464209E+00
-6.42000E-03,-1.73455286E+00,+1.69515338E+00,-3.41389990E+00
-6.41000E-03,-1.75465336E+00,+1.68635941E+00,-3.42464209E+00
-6.40000E-03,-1.73580914E+00,+1.69515338E+00,-3.41487646E+00
-6.39000E-03,-1.74585939E+00,+1.68510313E+00,-3.41389990E+00
-6.38000E-03,-1.73580914E+00,+1.69515338E+00,-3.41389990E+00
-6.37000E-03,-1.75465336E+00,+1.67505288E+00,-3.41389990E+00
-6.36000E-03,-1.73455286E+00,+1.67630916E+00,-3.39534521E+00
-6.35000E-03,-1.73455286E+00,+1.68635941E+00,-3.40511084E+00
-6.34000E-03,-1.77475386E+00,+1.65620866E+00,-3.41389990E+00
-6.33000E-03,-1.74460311E+00,+1.68635941E+00,-3.41389990E+00
-6.32000E-03,-1.75465336E+00,+1.67505288E+00,-3.41389990E+00
-6.31000E-03,-1.74585939E+00,+1.67505288E+00,-3.40511084E+00
-6.30000E-03,-1.75590964E+00,+1.65495238E+00,-3.39534521E+00
-6.29000E-03,-1.76595989E+00,+1.65495238E+00,-3.40511084E+00
-6.28000E-03,-1.75465336E+00,+1.65620866E+00,-3.39436865E+00
-6.27000E-03,-1.73455286E+00,+1.67505288E+00,-3.39436865E+00
-6.26000E-03,-1.75465336E+00,+1.65495238E+00,-3.39436865E+00
-6.25000E-03,-1.74460311E+00,+1.66625891E+00,-3.39436865E+00
-6.24000E-03,-1.71570864E+00,+1.69515338E+00,-3.39436865E+00
-6.23000E-03,-1.75465336E+00,+1.66625891E+00,-3.40511084E+00
-6.22000E-03,-1.71445235E+00,+1.67505288E+00,-3.37386084E+00
-6.21000E-03,-1.73455286E+00,+1.67505288E+00,-3.39436865E+00
-6.20000E-03,-1.73455286E+00,+1.65620866E+00,-3.37386084E+00
-6.19000E-03,-1.73455286E+00,+1.68510313E+00,-3.40413427E+00
-6.18000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-6.17000E-03,-1.73455286E+00,+1.66500263E+00,-3.38460302E+00
-6.16000E-03,-1.75465336E+00,+1.65620866E+00,-3.39436865E+00
-6.15000E-03,-1.73455286E+00,+1.66625891E+00,-3.38460302E+00
-6.14000E-03,-1.73455286E+00,+1.67505288E+00,-3.39436865E+00
-6.13000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-6.12000E-03,-1.73580914E+00,+1.67505288E+00,-3.39436865E+00
-6.11000E-03,-1.74585939E+00,+1.66500263E+00,-3.39436865E+00
-6.10000E-03,-1.73455286E+00,+1.63610815E+00,-3.35530615E+00
-6.09000E-03,-1.74585939E+00,+1.65495238E+00,-3.38460302E+00
-6.08000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-6.07000E-03,-1.72450261E+00,+1.66625891E+00,-3.37386084E+00
-6.06000E-03,-1.73455286E+00,+1.67505288E+00,-3.39436865E+00
-6.05000E-03,-1.74460311E+00,+1.64615841E+00,-3.37386084E+00
-6.04000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-6.03000E-03,-1.72450261E+00,+1.65620866E+00,-3.36507177E+00
-6.02000E-03,-1.73455286E+00,+1.67505288E+00,-3.39436865E+00
-6.01000E-03,-1.74460311E+00,+1.64615841E+00,-3.37386084E+00
-6.00000E-03,-1.73455286E+00,+1.63610815E+00,-3.35530615E+00
-5.99000E-03,-1.72575889E+00,+1.67505288E+00,-3.38460302E+00
-5.98000E-03,-1.73455286E+00,+1.65620866E+00,-3.37483740E+00
-5.97000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-5.96000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-5.95000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-5.94000E-03,-1.71570864E+00,+1.65495238E+00,-3.35530615E+00
-5.93000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-5.92000E-03,-1.73455286E+00,+1.67505288E+00,-3.39436865E+00
-5.91000E-03,-1.73455286E+00,+1.66500263E+00,-3.38460302E+00
-5.90000E-03,-1.73455286E+00,+1.65620866E+00,-3.37483740E+00
-5.89000E-03,-1.73455286E+00,+1.66625891E+00,-3.38460302E+00
-5.88000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-5.87000E-03,-1.74460311E+00,+1.64490212E+00,-3.37483740E+00
-5.86000E-03,-1.75465336E+00,+1.65620866E+00,-3.39436865E+00
-5.85000E-03,-1.73455286E+00,+1.66625891E+00,-3.38460302E+00
-5.84000E-03,-1.75465336E+00,+1.65620866E+00,-3.39436865E+00
-5.83000E-03,-1.74460311E+00,+1.65495238E+00,-3.38460302E+00
-5.82000E-03,-1.73455286E+00,+1.65620866E+00,-3.37483740E+00
-5.81000E-03,-1.75465336E+00,+1.65495238E+00,-3.39436865E+00
-5.80000E-03,-1.73455286E+00,+1.67505288E+00,-3.39436865E+00
-5.79000E-03,-1.71445235E+00,+1.66500263E+00,-3.36409521E+00
-5.78000E-03,-1.73455286E+00,+1.67505288E+00,-3.39436865E+00
-5.77000E-03,-1.73455286E+00,+1.66500263E+00,-3.38460302E+00
-5.76000E-03,-1.75465336E+00,+1.65620866E+00,-3.39436865E+00
-5.75000E-03,-1.73455286E+00,+1.66500263E+00,-3.38460302E+00
-5.74000E-03,-1.75465336E+00,+1.67505288E+00,-3.41389990E+00
-5.73000E-03,-1.74585939E+00,+1.66500263E+00,-3.39436865E+00
-5.72000E-03,-1.75465336E+00,+1.65495238E+00,-3.39436865E+00
-5.71000E-03,-1.75465336E+00,+1.65495238E+00,-3.39436865E+00
-5.70000E-03,-1.73455286E+00,+1.67505288E+00,-3.39436865E+00
-5.69000E-03,-1.74585939E+00,+1.66500263E+00,-3.39436865E+00
-5.68000E-03,-1.73580914E+00,+1.63610815E+00,-3.35530615E+00
-5.67000E-03,-1.74585939E+00,+1.65495238E+00,-3.38460302E+00
-5.66000E-03,-1.75465336E+00,+1.67505288E+00,-3.41389990E+00
-5.65000E-03,-1.75465336E+00,+1.65495238E+00,-3.39436865E+00
-5.64000E-03,-1.75465336E+00,+1.65495238E+00,-3.39436865E+00
-5.63000E-03,-1.75465336E+00,+1.65495238E+00,-3.39436865E+00
-5.62000E-03,-1.75590964E+00,+1.65495238E+00,-3.39534521E+00
-5.61000E-03,-1.73455286E+00,+1.65495238E+00,-3.37386084E+00
-5.60000E-03,-1.71570864E+00,+1.67630916E+00,-3.37483740E+00
-5.59000E-03,-1.74585939E+00,+1.68510313E+00,-3.41389990E+00
-5.58000E-03,-1.73580914E+00,+1.67505288E+00,-3.39534521E+00
-5.57000E-03,-1.75465336E+00,+1.67505288E+00,-3.41389990E+00
-5.56000E-03,-1.73580914E+00,+1.67505288E+00,-3.39534521E+00
-5.55000E-03,-1.75590964E+00,+1.68510313E+00,-3.42464209E+00
-5.54000E-03,-1.75465336E+00,+1.69515338E+00,-3.43440771E+00
-5.53000E-03,-1.74585939E+00,+1.67505288E+00,-3.40511084E+00
-5.52000E-03,-1.75465336E+00,+1.67505288E+00,-3.41389990E+00
-5.51000E-03,-1.75465336E+00,+1.67505288E+00,-3.41389990E+00
-5.50000E-03,-1.77475386E+00,+1.65620866E+00,-3.41389990E+00
-5.49000E-03,-1.77475386E+00,+1.66500263E+00,-3.42464209E+00
-5.48000E-03,-1.77475386E+00,+1.65495238E+00,-3.41389990E+00
-5.47000E-03,-1.74460311E+00,+1.68635941E+00,-3.41389990E+00
-5.46000E-03,-1.75465336E+00,+1.67630916E+00,-3.41487646E+00
-5.45000E-03,-1.76595989E+00,+1.68510313E+00,-3.43440771E+00
-5.44000E-03,-1.75465336E+00,+1.67505288E+00,-3.41389990E+00
-5.43000E-03,-1.75465336E+00,+1.68635941E+00,-3.42464209E+00
-5.42000E-03,-1.75590964E+00,+1.69515338E+00,-3.43538427E+00
-5.41000E-03,-1.76470361E+00,+1.68635941E+00,-3.43440771E+00
-5.40000E-03,-1.77475386E+00,+1.67630916E+00,-3.43440771E+00
-5.39000E-03,-1.75465336E+00,+1.68635941E+00,-3.42464209E+00
-5.38000E-03,-1.75465336E+00,+1.69640966E+00,-3.43538427E+00
-5.37000E-03,-1.75465336E+00,+1.69515338E+00,-3.43440771E+00
-5.36000E-03,-1.75590964E+00,+1.71525388E+00,-3.45393896E+00
-5.35000E-03,-1.76470361E+00,+1.68635941E+00,-3.43440771E+00
-5.34000E-03,-1.75590964E+00,+1.71525388E+00,-3.45393896E+00
-5.33000E-03,-1.79485436E+00,+1.67505288E+00,-3.45393896E+00
-5.32000E-03,-1.77475386E+00,+1.69515338E+00,-3.45393896E+00
-5.31000E-03,-1.79485436E+00,+1.69515338E+00,-3.47444677E+00
-5.30000E-03,-1.79485436E+00,+1.69515338E+00,-3.47444677E+00
-5.29000E-03,-1.79611064E+00,+1.69515338E+00,-3.47542334E+00
-5.28000E-03,-1.77475386E+00,+1.69640966E+00,-3.45491552E+00
-5.27000E-03,-1.79485436E+00,+1.69515338E+00,-3.47444677E+00
-5.26000E-03,-1.77475386E+00,+1.69515338E+00,-3.45393896E+00
-5.25000E-03,-1.78480411E+00,+1.69515338E+00,-3.46468115E+00
-5.24000E-03,-1.77601014E+00,+1.69515338E+00,-3.45491552E+00
-5.23000E-03,-1.78480411E+00,+1.70645991E+00,-3.47444677E+00
-5.22000E-03,-1.77601014E+00,+1.71525388E+00,-3.47542334E+00
-5.21000E-03,-1.77475386E+00,+1.70645991E+00,-3.46468115E+00
-5.20000E-03,-1.79485436E+00,+1.73535438E+00,-3.51448584E+00
-5.19000E-03,-1.79611064E+00,+1.72530413E+00,-3.50569677E+00
-5.18000E-03,-1.79485436E+00,+1.71525388E+00,-3.49495459E+00
-5.17000E-03,-1.80616090E+00,+1.71525388E+00,-3.50569677E+00
-5.16000E-03,-1.81495487E+00,+1.71525388E+00,-3.51448584E+00
-5.15000E-03,-1.79485436E+00,+1.72656041E+00,-3.50569677E+00
-5.14000E-03,-1.79611064E+00,+1.71525388E+00,-3.49593115E+00
-5.13000E-03,-1.78606039E+00,+1.72530413E+00,-3.49495459E+00
-5.12000E-03,-1.81495487E+00,+1.71525388E+00,-3.51448584E+00
-5.11000E-03,-1.80616090E+00,+1.71525388E+00,-3.50472021E+00
-5.10000E-03,-1.79611064E+00,+1.73535438E+00,-3.51448584E+00
-5.09000E-03,-1.81495487E+00,+1.70520363E+00,-3.50472021E+00
-5.08000E-03,-1.81495487E+00,+1.73535438E+00,-3.53499365E+00
-5.07000E-03,-1.82626140E+00,+1.72530413E+00,-3.53499365E+00
-5.06000E-03,-1.83505537E+00,+1.71525388E+00,-3.53499365E+00
-5.05000E-03,-1.82626140E+00,+1.72656041E+00,-3.53499365E+00
-5.04000E-03,-1.83505537E+00,+1.69640966E+00,-3.51448584E+00
-5.03000E-03,-1.82500512E+00,+1.72656041E+00,-3.53499365E+00
-5.02000E-03,-1.83505537E+00,+1.73661067E+00,-3.55452490E+00
-5.01000E-03,-1.82626140E+00,+1.74540464E+00,-3.55452490E+00
-5.00000E-03,-1.81495487E+00,+1.75545489E+00,-3.55452490E+00
-4.99000E-03,-1.81495487E+00,+1.76676142E+00,-3.56526709E+00
-4.98000E-03,-1.83505537E+00,+1.75545489E+00,-3.57503271E+00
-4.97000E-03,-1.82626140E+00,+1.75545489E+00,-3.56526709E+00
-4.96000E-03,-1.83505537E+00,+1.73661067E+00,-3.55550146E+00
-4.95000E-03,-1.82626140E+00,+1.75545489E+00,-3.56526709E+00
-4.94000E-03,-1.83505537E+00,+1.75545489E+00,-3.57503271E+00
-4.93000E-03,-1.83505537E+00,+1.74540464E+00,-3.56526709E+00
-4.92000E-03,-1.83505537E+00,+1.73535438E+00,-3.55452490E+00
-4.91000E-03,-1.83505537E+00,+1.74540464E+00,-3.56526709E+00
-4.90000E-03,-1.85515587E+00,+1.73661067E+00,-3.57600927E+00
-4.89000E-03,-1.85515587E+00,+1.75545489E+00,-3.59456396E+00
-4.88000E-03,-1.83631165E+00,+1.75545489E+00,-3.57600927E+00
-4.87000E-03,-1.85515587E+00,+1.75545489E+00,-3.59456396E+00
-4.86000E-03,-1.85515587E+00,+1.75671117E+00,-3.59554052E+00
-4.85000E-03,-1.85515587E+00,+1.74666092E+00,-3.58577490E+00
-4.84000E-03,-1.85515587E+00,+1.79565589E+00,-3.63460302E+00
-4.83000E-03,-1.84510562E+00,+1.78686192E+00,-3.61507177E+00
-4.82000E-03,-1.85515587E+00,+1.75671117E+00,-3.59554052E+00
-4.81000E-03,-1.85641215E+00,+1.80570614E+00,-3.64534521E+00
-4.80000E-03,-1.87525637E+00,+1.77681167E+00,-3.63460302E+00
-4.79000E-03,-1.84510562E+00,+1.80570614E+00,-3.63557959E+00
-4.78000E-03,-1.87525637E+00,+1.79565589E+00,-3.65511084E+00
-4.77000E-03,-1.86646240E+00,+1.78560564E+00,-3.63460302E+00
-4.76000E-03,-1.87525637E+00,+1.77681167E+00,-3.63557959E+00
-4.75000E-03,-1.87525637E+00,+1.79565589E+00,-3.65511084E+00
-4.74000E-03,-1.87525637E+00,+1.79565589E+00,-3.65511084E+00
-4.73000E-03,-1.88656291E+00,+1.79565589E+00,-3.66585302E+00
-4.72000E-03,-1.87651265E+00,+1.79565589E+00,-3.65511084E+00
-4.71000E-03,-1.88656291E+00,+1.77555539E+00,-3.64534521E+00
-4.70000E-03,-1.89535687E+00,+1.79565589E+00,-3.67561865E+00
-4.69000E-03,-1.88656291E+00,+1.79565589E+00,-3.66585302E+00
-4.68000E-03,-1.87651265E+00,+1.81575639E+00,-3.67561865E+00
-4.67000E-03,-1.89535687E+00,+1.80696242E+00,-3.68636084E+00
-4.66000E-03,-1.89535687E+00,+1.81575639E+00,-3.69514990E+00
-4.65000E-03,-1.88656291E+00,+1.81575639E+00,-3.68538427E+00
-4.64000E-03,-1.91545738E+00,+1.81575639E+00,-3.71565771E+00
-4.63000E-03,-1.90540713E+00,+1.80696242E+00,-3.69514990E+00
-4.62000E-03,-1.89535687E+00,+1.81575639E+00,-3.69514990E+00
-4.61000E-03,-1.90540713E+00,+1.82580664E+00,-3.71565771E+00
-4.60000E-03,-1.91545738E+00,+1.81701267E+00,-3.71565771E+00
-4.59000E-03,-1.88530662E+00,+1.83585690E+00,-3.70589209E+00
-4.58000E-03,-1.91545738E+00,+1.83585690E+00,-3.73518896E+00
-4.57000E-03,-1.90540713E+00,+1.82706293E+00,-3.71565771E+00
-4.56000E-03,-1.89661316E+00,+1.83585690E+00,-3.71663427E+00
-4.55000E-03,-1.90666341E+00,+1.84590715E+00,-3.73518896E+00
-4.54000E-03,-1.89535687E+00,+1.85595740E+00,-3.73518896E+00
-4.53000E-03,-1.91545738E+00,+1.83585690E+00,-3.73518896E+00
-4.52000E-03,-1.93555788E+00,+1.85595740E+00,-3.77522802E+00
-4.51000E-03,-1.94686441E+00,+1.83585690E+00,-3.76643896E+00
-4.50000E-03,-1.93681416E+00,+1.83585690E+00,-3.75667334E+00
-4.49000E-03,-1.91545738E+00,+1.85595740E+00,-3.75569677E+00
-4.48000E-03,-1.93555788E+00,+1.83711318E+00,-3.75667334E+00
-4.47000E-03,-1.93555788E+00,+1.85595740E+00,-3.77522802E+00
-4.46000E-03,-1.93555788E+00,+1.87605790E+00,-3.79573584E+00
-4.45000E-03,-1.94560813E+00,+1.86726393E+00,-3.79573584E+00
-4.44000E-03,-1.93555788E+00,+1.87605790E+00,-3.79573584E+00
-4.43000E-03,-1.95565838E+00,+1.84716343E+00,-3.78597021E+00
-4.42000E-03,-1.93681416E+00,+1.87605790E+00,-3.79573584E+00
-4.41000E-03,-1.93555788E+00,+1.87605790E+00,-3.79573584E+00
-4.40000E-03,-1.93555788E+00,+1.87605790E+00,-3.79573584E+00
-4.39000E-03,-1.95565838E+00,+1.87605790E+00,-3.81624365E+00
-4.38000E-03,-1.95565838E+00,+1.87731418E+00,-3.81722021E+00
-4.37000E-03,-1.96570863E+00,+1.88736443E+00,-3.83577490E+00
-4.36000E-03,-1.95565838E+00,+1.87731418E+00,-3.81722021E+00
-4.35000E-03,-1.96570863E+00,+1.88736443E+00,-3.83577490E+00
-4.34000E-03,-1.95565838E+00,+1.89615840E+00,-3.83577490E+00
-4.33000E-03,-1.95565838E+00,+1.89615840E+00,-3.83577490E+00
-4.32000E-03,-1.97575888E+00,+1.87731418E+00,-3.83675146E+00
-4.31000E-03,-1.98706542E+00,+1.88610815E+00,-3.85628271E+00
-4.30000E-03,-1.99585939E+00,+1.87731418E+00,-3.85628271E+00
-4.29000E-03,-1.98706542E+00,+1.91625891E+00,-3.88655615E+00
-4.28000E-03,-1.97575888E+00,+1.89615840E+00,-3.85628271E+00
-4.27000E-03,-1.99585939E+00,+1.88610815E+00,-3.86604834E+00
-4.26000E-03,-1.99711567E+00,+1.89615840E+00,-3.87679052E+00
-4.25000E-03,-1.98580914E+00,+1.91751519E+00,-3.88655615E+00
-4.24000E-03,-1.99585939E+00,+1.91751519E+00,-3.89729834E+00
-4.23000E-03,-1.99585939E+00,+1.91625891E+00,-3.89632177E+00
-4.22000E-03,-2.01595989E+00,+1.91625891E+00,-3.91585302E+00
-4.21000E-03,-1.99585939E+00,+1.92756544E+00,-3.90706396E+00
-4.20000E-03,-1.99585939E+00,+1.93635941E+00,-3.91585302E+00
-4.19000E-03,-1.99585939E+00,+1.93635941E+00,-3.91585302E+00
-4.18000E-03,-1.99711567E+00,+1.93635941E+00,-3.91682959E+00
-4.17000E-03,-2.00716592E+00,+1.95645991E+00,-3.94710302E+00
-4.16000E-03,-2.01595989E+00,+1.93635941E+00,-3.93636084E+00
-4.15000E-03,-2.02726642E+00,+1.94766594E+00,-3.95686865E+00
-4.14000E-03,-2.01595989E+00,+1.95645991E+00,-3.95589209E+00
-4.13000E-03,-2.03606039E+00,+1.94640966E+00,-3.96663427E+00
-4.12000E-03,-2.03606039E+00,+1.95645991E+00,-3.97639990E+00
-4.11000E-03,-2.03606039E+00,+1.93635941E+00,-3.95589209E+00
-4.10000E-03,-2.05616089E+00,+1.93761569E+00,-3.97737646E+00
-4.09000E-03,-2.05616089E+00,+1.95645991E+00,-3.99690771E+00
-4.08000E-03,-2.03731667E+00,+1.95645991E+00,-3.97639990E+00
-4.07000E-03,-2.05616089E+00,+1.95645991E+00,-3.99690771E+00
-4.06000E-03,-2.05616089E+00,+1.97656041E+00,-4.01643896E+00
-4.05000E-03,-2.06621114E+00,+1.97656041E+00,-4.02718115E+00
-4.04000E-03,-2.07626140E+00,+1.95771619E+00,-4.01741552E+00
-4.03000E-03,-2.04611064E+00,+1.97656041E+00,-4.00667334E+00
-4.02000E-03,-2.05616089E+00,+1.97656041E+00,-4.01643896E+00
-4.01000E-03,-2.05616089E+00,+1.98661066E+00,-4.02718115E+00
-4.00000E-03,-2.03731667E+00,+1.99666091E+00,-4.01741552E+00
-3.99000E-03,-2.06746743E+00,+1.99666091E+00,-4.04768896E+00
-3.98000E-03,-2.07626140E+00,+1.99666091E+00,-4.05647802E+00
-3.97000E-03,-2.05616089E+00,+1.98786694E+00,-4.02718115E+00
-3.96000E-03,-2.05741717E+00,+1.99666091E+00,-4.03792334E+00
-3.95000E-03,-2.07626140E+00,+1.99666091E+00,-4.05647802E+00
-3.94000E-03,-2.09636190E+00,+1.99666091E+00,-4.07698584E+00
-3.93000E-03,-2.07626140E+00,+2.01676142E+00,-4.07698584E+00
-3.92000E-03,-2.07626140E+00,+2.01676142E+00,-4.07698584E+00
-3.91000E-03,-2.08631165E+00,+2.02681167E+00,-4.09749365E+00
-3.90000E-03,-2.13656290E+00,+1.99791720E+00,-4.11702490E+00
-3.89000E-03,-2.11771868E+00,+2.00671117E+00,-4.10725927E+00
-3.88000E-03,-2.09636190E+00,+2.01801770E+00,-4.09749365E+00
-3.87000E-03,-2.12776893E+00,+2.00671117E+00,-4.11702490E+00
-3.86000E-03,-2.11646240E+00,+2.03686192E+00,-4.13753271E+00
-3.85000E-03,-2.11646240E+00,+2.02806795E+00,-4.12776709E+00
-3.84000E-03,-2.13656290E+00,+2.01676142E+00,-4.13753271E+00
-3.83000E-03,-2.10641215E+00,+2.03811820E+00,-4.12776709E+00
-3.82000E-03,-2.13656290E+00,+2.01676142E+00,-4.13753271E+00
-3.81000E-03,-2.11771868E+00,+2.04691217E+00,-4.14827490E+00
-3.80000E-03,-2.13656290E+00,+2.05696242E+00,-4.17757177E+00
-3.79000E-03,-2.14661315E+00,+2.03686192E+00,-4.16780615E+00
-3.78000E-03,-2.11771868E+00,+2.07706292E+00,-4.17757177E+00
-3.77000E-03,-2.12776893E+00,+2.05696242E+00,-4.16780615E+00
-3.76000E-03,-2.13656290E+00,+2.03811820E+00,-4.15804052E+00
-3.75000E-03,-2.12651265E+00,+2.06701267E+00,-4.17757177E+00
-3.74000E-03,-2.13781918E+00,+2.07706292E+00,-4.19710302E+00
-3.73000E-03,-2.14786944E+00,+2.07706292E+00,-4.20784521E+00
-3.72000E-03,-2.15666340E+00,+2.07706292E+00,-4.21761084E+00
-3.71000E-03,-2.14786944E+00,+2.06701267E+00,-4.19710302E+00
-3.70000E-03,-2.17676391E+00,+2.07706292E+00,-4.23714209E+00
-3.69000E-03,-2.17676391E+00,+2.07706292E+00,-4.23714209E+00
-3.68000E-03,-2.15791969E+00,+2.07706292E+00,-4.21858740E+00
-3.67000E-03,-2.17676391E+00,+2.06826895E+00,-4.22835302E+00
-3.66000E-03,-2.17676391E+00,+2.07831920E+00,-4.23811865E+00
-3.65000E-03,-2.17676391E+00,+2.08836946E+00,-4.24788427E+00
-3.64000E-03,-2.19686441E+00,+2.09716343E+00,-4.27718115E+00
-3.63000E-03,-2.18681416E+00,+2.10846996E+00,-4.27718115E+00
-3.62000E-03,-2.17676391E+00,+2.09841971E+00,-4.25764990E+00
-3.61000E-03,-2.18807044E+00,+2.10846996E+00,-4.27815771E+00
-3.60000E-03,-2.21696491E+00,+2.07831920E+00,-4.27815771E+00
-3.59000E-03,-2.18681416E+00,+2.12857046E+00,-4.29768896E+00
-3.58000E-03,-2.19686441E+00,+2.11726393E+00,-4.29768896E+00
-3.57000E-03,-2.20817094E+00,+2.13736443E+00,-4.32893896E+00
-3.56000E-03,-2.19686441E+00,+2.11852021E+00,-4.29866552E+00
-3.55000E-03,-2.19812069E+00,+2.11726393E+00,-4.29866552E+00
-3.54000E-03,-2.21822119E+00,+2.11726393E+00,-4.31917334E+00
-3.53000E-03,-2.22827144E+00,+2.13736443E+00,-4.34847021E+00
-3.52000E-03,-2.19686441E+00,+2.11852021E+00,-4.29866552E+00
-3.51000E-03,-2.22827144E+00,+2.13736443E+00,-4.34847021E+00
-3.50000E-03,-2.23706541E+00,+2.13736443E+00,-4.35823584E+00
-3.49000E-03,-2.22701516E+00,+2.14867096E+00,-4.35823584E+00
-3.48000E-03,-2.23706541E+00,+2.13862071E+00,-4.35921240E+00
-3.47000E-03,-2.23706541E+00,+2.13736443E+00,-4.35823584E+00
-3.46000E-03,-2.21696491E+00,+2.15746493E+00,-4.35823584E+00
-3.45000E-03,-2.26847245E+00,+2.12731418E+00,-4.37874365E+00
-3.44000E-03,-2.25716592E+00,+2.13862071E+00,-4.37776709E+00
-3.43000E-03,-2.26721617E+00,+2.14867096E+00,-4.39827490E+00
-3.42000E-03,-2.25716592E+00,+2.13862071E+00,-4.37874365E+00
-3.41000E-03,-2.23706541E+00,+2.18887197E+00,-4.40901709E+00
-3.40000E-03,-2.25716592E+00,+2.15872121E+00,-4.39925146E+00
-3.39000E-03,-2.25716592E+00,+2.16751518E+00,-4.40804052E+00
-3.38000E-03,-2.27726642E+00,+2.17882172E+00,-4.43831396E+00
-3.37000E-03,-2.25716592E+00,+2.17756543E+00,-4.41780615E+00
-3.36000E-03,-2.25716592E+00,+2.19766594E+00,-4.43831396E+00
-3.35000E-03,-2.25716592E+00,+2.18887197E+00,-4.42854834E+00
-3.34000E-03,-2.25842220E+00,+2.21776644E+00,-4.45882177E+00
-3.33000E-03,-2.27726642E+00,+2.18887197E+00,-4.44905615E+00
-3.32000E-03,-2.27726642E+00,+2.19766594E+00,-4.45882177E+00
-3.31000E-03,-2.26721617E+00,+2.21776644E+00,-4.46858740E+00
-3.30000E-03,-2.29736692E+00,+2.19766594E+00,-4.47835302E+00
-3.29000E-03,-2.29862320E+00,+2.19766594E+00,-4.47932959E+00
-3.28000E-03,-2.29736692E+00,+2.19892222E+00,-4.47835302E+00
-3.27000E-03,-2.30741717E+00,+2.20771619E+00,-4.49886084E+00
-3.26000E-03,-2.29736692E+00,+2.21776644E+00,-4.49886084E+00
-3.25000E-03,-2.29736692E+00,+2.21776644E+00,-4.49886084E+00
-3.24000E-03,-2.31746742E+00,+2.23786694E+00,-4.53889990E+00
-3.23000E-03,-2.29736692E+00,+2.22907297E+00,-4.50960302E+00
-3.22000E-03,-2.31746742E+00,+2.21776644E+00,-4.51839209E+00
-3.21000E-03,-2.30741717E+00,+2.24917347E+00,-4.53889990E+00
-3.20000E-03,-2.31746742E+00,+2.23912322E+00,-4.53987646E+00
-3.19000E-03,-2.31746742E+00,+2.23912322E+00,-4.53889990E+00
-3.18000E-03,-2.31746742E+00,+2.23912322E+00,-4.53987646E+00
-3.17000E-03,-2.31872370E+00,+2.25796744E+00,-4.55940771E+00
-3.16000E-03,-2.33756793E+00,+2.25796744E+00,-4.57893896E+00
-3.15000E-03,-2.31746742E+00,+2.25796744E+00,-4.55843115E+00
-3.14000E-03,-2.31872370E+00,+2.25796744E+00,-4.55843115E+00
-3.13000E-03,-2.32877396E+00,+2.24791719E+00,-4.55843115E+00
-3.12000E-03,-2.33756793E+00,+2.27806795E+00,-4.59847021E+00
-3.11000E-03,-2.33882421E+00,+2.25796744E+00,-4.57893896E+00
-3.10000E-03,-2.33882421E+00,+2.25922373E+00,-4.57991552E+00
-3.09000E-03,-2.34761818E+00,+2.25796744E+00,-4.58870459E+00
-3.08000E-03,-2.35766843E+00,+2.27806795E+00,-4.61897802E+00
-3.07000E-03,-2.36897496E+00,+2.25796744E+00,-4.60921240E+00
-3.06000E-03,-2.35766843E+00,+2.25796744E+00,-4.59847021E+00
-3.05000E-03,-2.34761818E+00,+2.27806795E+00,-4.60921240E+00
-3.04000E-03,-2.37776893E+00,+2.25922373E+00,-4.61897802E+00
-3.03000E-03,-2.35766843E+00,+2.29816845E+00,-4.63948584E+00
-3.02000E-03,-2.35766843E+00,+2.29816845E+00,-4.63948584E+00
-3.01000E-03,-2.37776893E+00,+2.26927398E+00,-4.62972021E+00
-3.00000E-03,-2.37776893E+00,+2.29816845E+00,-4.65901709E+00
-2.99000E-03,-2.37776893E+00,+2.29816845E+00,-4.65901709E+00
-2.98000E-03,-2.35766843E+00,+2.29816845E+00,-4.63948584E+00
-2.97000E-03,-2.38781918E+00,+2.29816845E+00,-4.66975927E+00
-2.96000E-03,-2.37902521E+00,+2.31826895E+00,-4.67952490E+00
-2.95000E-03,-2.37776893E+00,+2.30947498E+00,-4.66975927E+00
-2.94000E-03,-2.37776893E+00,+2.31826895E+00,-4.67952490E+00
-2.93000E-03,-2.39912571E+00,+2.29816845E+00,-4.67952490E+00
-2.92000E-03,-2.39786943E+00,+2.29942473E+00,-4.68050146E+00
-2.91000E-03,-2.40917596E+00,+2.31826895E+00,-4.70979834E+00
-2.90000E-03,-2.41796993E+00,+2.31826895E+00,-4.71956396E+00
