x-axis,1,2,F1
second,Volt,Volt,Volt
-2.89000E-03,-2.41796993E+00,+2.31826895E+00,-4.71956396E+00
-2.88000E-03,-2.41796993E+00,+2.31952523E+00,-4.71956396E+00
-2.87000E-03,-2.41796993E+00,+2.32957548E+00,-4.73030615E+00
-2.86000E-03,-2.41796993E+00,+2.33836945E+00,-4.73909521E+00
-2.85000E-03,-2.41796993E+00,+2.33962573E+00,-4.73909521E+00
-2.84000E-03,-2.41796993E+00,+2.35846996E+00,-4.75960302E+00
-2.83000E-03,-2.43807044E+00,+2.34967599E+00,-4.77034521E+00
-2.82000E-03,-2.43807044E+00,+2.33962573E+00,-4.76057959E+00
-2.81000E-03,-2.43807044E+00,+2.35846996E+00,-4.78011084E+00
-2.80000E-03,-2.43807044E+00,+2.35972624E+00,-4.78011084E+00
-2.79000E-03,-2.43807044E+00,+2.34841970E+00,-4.77034521E+00
-2.78000E-03,-2.39912571E+00,+2.37857046E+00,-4.76057959E+00
-2.77000E-03,-2.43807044E+00,+2.35846996E+00,-4.78011084E+00
-2.76000E-03,-2.43807044E+00,+2.37857046E+00,-4.79964209E+00
-2.75000E-03,-2.43807044E+00,+2.36852021E+00,-4.78987646E+00
-2.74000E-03,-2.45817094E+00,+2.37857046E+00,-4.82014990E+00
-2.73000E-03,-2.45817094E+00,+2.37857046E+00,-4.82014990E+00
-2.72000E-03,-2.47827144E+00,+2.37857046E+00,-4.83968115E+00
-2.71000E-03,-2.47827144E+00,+2.37857046E+00,-4.83968115E+00
-2.70000E-03,-2.47827144E+00,+2.37857046E+00,-4.83968115E+00
-2.69000E-03,-2.48832169E+00,+2.36977649E+00,-4.83968115E+00
-2.68000E-03,-2.45942722E+00,+2.39867096E+00,-4.83968115E+00
-2.67000E-03,-2.48832169E+00,+2.36977649E+00,-4.83968115E+00
-2.66000E-03,-2.47827144E+00,+2.39867096E+00,-4.86018896E+00
-2.65000E-03,-2.47827144E+00,+2.38987699E+00,-4.85042334E+00
-2.64000E-03,-2.47827144E+00,+2.37982674E+00,-4.84065771E+00
-2.63000E-03,-2.48832169E+00,+2.40997749E+00,-4.87972021E+00
-2.62000E-03,-2.47827144E+00,+2.39992724E+00,-4.86116552E+00
-2.61000E-03,-2.47827144E+00,+2.39867096E+00,-4.86018896E+00
-2.60000E-03,-2.47827144E+00,+2.39992724E+00,-4.86116552E+00
-2.59000E-03,-2.48832169E+00,+2.41877146E+00,-4.89046240E+00
-2.58000E-03,-2.49837194E+00,+2.39992724E+00,-4.87972021E+00
-2.57000E-03,-2.47827144E+00,+2.41877146E+00,-4.87972021E+00
-2.56000E-03,-2.49962823E+00,+2.41877146E+00,-4.90120459E+00
-2.55000E-03,-2.49837194E+00,+2.41877146E+00,-4.90022802E+00
-2.54000E-03,-2.51847245E+00,+2.39992724E+00,-4.90120459E+00
-2.53000E-03,-2.51847245E+00,+2.43007800E+00,-4.93050146E+00
-2.52000E-03,-2.51972873E+00,+2.43887196E+00,-4.94026709E+00
-2.51000E-03,-2.50967848E+00,+2.41877146E+00,-4.91097021E+00
-2.50000E-03,-2.51847245E+00,+2.42002774E+00,-4.92073584E+00
-2.49000E-03,-2.51847245E+00,+2.42882171E+00,-4.93050146E+00
-2.48000E-03,-2.51847245E+00,+2.43887196E+00,-4.94026709E+00
-2.47000E-03,-2.51847245E+00,+2.43887196E+00,-4.94026709E+00
-2.46000E-03,-2.53857295E+00,+2.44012825E+00,-4.96175146E+00
-2.45000E-03,-2.52977898E+00,+2.44892222E+00,-4.96077490E+00
-2.44000E-03,-2.53857295E+00,+2.43887196E+00,-4.96077490E+00
-2.43000E-03,-2.53857295E+00,+2.45017850E+00,-4.97151709E+00
-2.42000E-03,-2.49962823E+00,+2.46022875E+00,-4.94124365E+00
-2.41000E-03,-2.54987948E+00,+2.45897247E+00,-4.99007177E+00
-2.40000E-03,-2.53857295E+00,+2.45897247E+00,-4.98030615E+00
-2.39000E-03,-2.53857295E+00,+2.47027900E+00,-4.99007177E+00
-2.38000E-03,-2.53857295E+00,+2.47907297E+00,-4.99983740E+00
-2.37000E-03,-2.52977898E+00,+2.45897247E+00,-4.97151709E+00
-2.36000E-03,-2.55867345E+00,+2.47907297E+00,-5.01936865E+00
-2.35000E-03,-2.52977898E+00,+2.47907297E+00,-4.99007177E+00
-2.34000E-03,-2.55992973E+00,+2.47907297E+00,-5.02034521E+00
-2.33000E-03,-2.55867345E+00,+2.47907297E+00,-5.02034521E+00
-2.32000E-03,-2.57877395E+00,+2.47907297E+00,-5.03987646E+00
-2.31000E-03,-2.55867345E+00,+2.48912322E+00,-5.03011084E+00
-2.30000E-03,-2.55992973E+00,+2.47907297E+00,-5.02034521E+00
-2.29000E-03,-2.56997998E+00,+2.47907297E+00,-5.03011084E+00
-2.28000E-03,-2.57877395E+00,+2.47907297E+00,-5.04085302E+00
-2.27000E-03,-2.58882420E+00,+2.47907297E+00,-5.04964209E+00
-2.26000E-03,-2.57877395E+00,+2.48032925E+00,-5.04085302E+00
-2.25000E-03,-2.57877395E+00,+2.49917347E+00,-5.06038427E+00
-2.24000E-03,-2.59887446E+00,+2.48032925E+00,-5.06038427E+00
-2.23000E-03,-2.59008049E+00,+2.51048000E+00,-5.08089209E+00
-2.22000E-03,-2.55867345E+00,+2.51927397E+00,-5.06038427E+00
-2.21000E-03,-2.58882420E+00,+2.49917347E+00,-5.07014990E+00
-2.20000E-03,-2.58003023E+00,+2.51927397E+00,-5.08089209E+00
-2.19000E-03,-2.59008049E+00,+2.51048000E+00,-5.08089209E+00
-2.18000E-03,-2.59887446E+00,+2.50042975E+00,-5.08089209E+00
-2.17000E-03,-2.58882420E+00,+2.52932423E+00,-5.10042334E+00
-2.16000E-03,-2.58003023E+00,+2.55947498E+00,-5.11995459E+00
-2.15000E-03,-2.58882420E+00,+2.53058051E+00,-5.10139990E+00
-2.14000E-03,-2.59887446E+00,+2.53937448E+00,-5.11995459E+00
-2.13000E-03,-2.59887446E+00,+2.51927397E+00,-5.10139990E+00
-2.12000E-03,-2.59887446E+00,+2.53937448E+00,-5.11995459E+00
-2.11000E-03,-2.61018099E+00,+2.52932423E+00,-5.12093115E+00
-2.10000E-03,-2.62023124E+00,+2.51927397E+00,-5.12093115E+00
-2.09000E-03,-2.61018099E+00,+2.51927397E+00,-5.11116552E+00
-2.08000E-03,-2.63907546E+00,+2.51927397E+00,-5.14143896E+00
-2.07000E-03,-2.62902521E+00,+2.52932423E+00,-5.14046240E+00
-2.06000E-03,-2.62023124E+00,+2.51927397E+00,-5.12093115E+00
-2.05000E-03,-2.62902521E+00,+2.51927397E+00,-5.13069677E+00
-2.04000E-03,-2.63907546E+00,+2.55947498E+00,-5.18050146E+00
-2.03000E-03,-2.61897496E+00,+2.53937448E+00,-5.14143896E+00
-2.02000E-03,-2.63907546E+00,+2.53937448E+00,-5.15999365E+00
-2.01000E-03,-2.63028149E+00,+2.52932423E+00,-5.14143896E+00
-2.00000E-03,-2.63907546E+00,+2.54063076E+00,-5.16097021E+00
-1.99000E-03,-2.63028149E+00,+2.55947498E+00,-5.17073584E+00
-1.98000E-03,-2.61897496E+00,+2.55947498E+00,-5.15999365E+00
-1.97000E-03,-2.62023124E+00,+2.55947498E+00,-5.16097021E+00
-1.96000E-03,-2.63907546E+00,+2.55947498E+00,-5.18050146E+00
-1.95000E-03,-2.64912571E+00,+2.55947498E+00,-5.19026709E+00
-1.94000E-03,-2.64033174E+00,+2.57957548E+00,-5.20003271E+00
-1.93000E-03,-2.61897496E+00,+2.57078151E+00,-5.17073584E+00
-1.92000E-03,-2.65917596E+00,+2.56073126E+00,-5.20100927E+00
-1.91000E-03,-2.63907546E+00,+2.55947498E+00,-5.18147802E+00
-1.90000E-03,-2.63907546E+00,+2.55947498E+00,-5.18147802E+00
-1.89000E-03,-2.65038199E+00,+2.57078151E+00,-5.20100927E+00
-1.88000E-03,-2.65917596E+00,+2.56073126E+00,-5.20100927E+00
-1.87000E-03,-2.64912571E+00,+2.57078151E+00,-5.20100927E+00
-1.86000E-03,-2.67927646E+00,+2.54063076E+00,-5.20100927E+00
-1.85000E-03,-2.64912571E+00,+2.57957548E+00,-5.21077490E+00
-1.84000E-03,-2.64033174E+00,+2.58083176E+00,-5.20100927E+00
-1.83000E-03,-2.64912571E+00,+2.59088201E+00,-5.22151709E+00
-1.82000E-03,-2.63907546E+00,+2.59967598E+00,-5.22151709E+00
-1.81000E-03,-2.65917596E+00,+2.57957548E+00,-5.22151709E+00
-1.80000E-03,-2.65917596E+00,+2.56073126E+00,-5.20100927E+00
-1.79000E-03,-2.66922621E+00,+2.59088201E+00,-5.24104834E+00
-1.78000E-03,-2.67927646E+00,+2.59967598E+00,-5.26057959E+00
-1.77000E-03,-2.65917596E+00,+2.59967598E+00,-5.24104834E+00
-1.76000E-03,-2.67927646E+00,+2.58083176E+00,-5.24104834E+00
-1.75000E-03,-2.66922621E+00,+2.59967598E+00,-5.25081396E+00
-1.74000E-03,-2.65917596E+00,+2.61977649E+00,-5.26057959E+00
-1.73000E-03,-2.65917596E+00,+2.59967598E+00,-5.24104834E+00
-1.72000E-03,-2.67927646E+00,+2.59967598E+00,-5.26057959E+00
-1.71000E-03,-2.67927646E+00,+2.60972623E+00,-5.27132177E+00
-1.70000E-03,-2.69937697E+00,+2.57957548E+00,-5.26057959E+00
-1.69000E-03,-2.67927646E+00,+2.60972623E+00,-5.27132177E+00
-1.68000E-03,-2.69937697E+00,+2.59967598E+00,-5.28206396E+00
-1.67000E-03,-2.69937697E+00,+2.58962573E+00,-5.27132177E+00
-1.66000E-03,-2.69937697E+00,+2.60093226E+00,-5.28206396E+00
-1.65000E-03,-2.69937697E+00,+2.59967598E+00,-5.28206396E+00
-1.64000E-03,-2.69937697E+00,+2.59967598E+00,-5.28206396E+00
-1.63000E-03,-2.68932672E+00,+2.59967598E+00,-5.27132177E+00
-1.62000E-03,-2.69937697E+00,+2.59967598E+00,-5.28108740E+00
-1.61000E-03,-2.69937697E+00,+2.59967598E+00,-5.28206396E+00
-1.60000E-03,-2.67927646E+00,+2.62103277E+00,-5.28206396E+00
-1.59000E-03,-2.67927646E+00,+2.61977649E+00,-5.28206396E+00
-1.58000E-03,-2.67927646E+00,+2.61977649E+00,-5.28206396E+00
-1.57000E-03,-2.68932672E+00,+2.62103277E+00,-5.29182959E+00
-1.56000E-03,-2.68053275E+00,+2.61977649E+00,-5.28206396E+00
-1.55000E-03,-2.69937697E+00,+2.62103277E+00,-5.30159521E+00
-1.54000E-03,-2.69937697E+00,+2.61977649E+00,-5.30159521E+00
-1.53000E-03,-2.69058300E+00,+2.62982674E+00,-5.30159521E+00
-1.52000E-03,-2.67927646E+00,+2.61977649E+00,-5.28206396E+00
-1.51000E-03,-2.69937697E+00,+2.61977649E+00,-5.30159521E+00
-1.50000E-03,-2.69937697E+00,+2.61977649E+00,-5.30159521E+00
-1.49000E-03,-2.71947747E+00,+2.61977649E+00,-5.32210302E+00
-1.48000E-03,-2.71947747E+00,+2.62103277E+00,-5.32210302E+00
-1.47000E-03,-2.69937697E+00,+2.63987699E+00,-5.32210302E+00
-1.46000E-03,-2.69937697E+00,+2.62103277E+00,-5.30159521E+00
-1.45000E-03,-2.73078400E+00,+2.63108302E+00,-5.34163427E+00
-1.44000E-03,-2.71947747E+00,+2.61977649E+00,-5.32112646E+00
-1.43000E-03,-2.73078400E+00,+2.59967598E+00,-5.31136084E+00
-1.42000E-03,-2.71947747E+00,+2.63987699E+00,-5.34065771E+00
-1.41000E-03,-2.71947747E+00,+2.61098252E+00,-5.31136084E+00
-1.40000E-03,-2.71947747E+00,+2.63987699E+00,-5.34163427E+00
-1.39000E-03,-2.69937697E+00,+2.63108302E+00,-5.31136084E+00
-1.38000E-03,-2.71947747E+00,+2.62103277E+00,-5.32210302E+00
-1.37000E-03,-2.71947747E+00,+2.63987699E+00,-5.34163427E+00
-1.36000E-03,-2.71947747E+00,+2.63987699E+00,-5.34065771E+00
-1.35000E-03,-2.71947747E+00,+2.64992724E+00,-5.35139990E+00
-1.34000E-03,-2.69937697E+00,+2.63987699E+00,-5.32210302E+00
-1.33000E-03,-2.71068350E+00,+2.65118352E+00,-5.34163427E+00
-1.32000E-03,-2.69937697E+00,+2.63987699E+00,-5.32210302E+00
-1.31000E-03,-2.71947747E+00,+2.63987699E+00,-5.34163427E+00
-1.30000E-03,-2.70063325E+00,+2.63987699E+00,-5.32210302E+00
-1.29000E-03,-2.71947747E+00,+2.65118352E+00,-5.35139990E+00
-1.28000E-03,-2.71947747E+00,+2.63987699E+00,-5.34163427E+00
-1.27000E-03,-2.71947747E+00,+2.63987699E+00,-5.34163427E+00
-1.26000E-03,-2.72073375E+00,+2.61977649E+00,-5.32210302E+00
-1.25000E-03,-2.73957797E+00,+2.63987699E+00,-5.36214209E+00
-1.24000E-03,-2.70063325E+00,+2.63987699E+00,-5.32210302E+00
-1.23000E-03,-2.71947747E+00,+2.64113327E+00,-5.34163427E+00
-1.22000E-03,-2.73957797E+00,+2.64113327E+00,-5.36214209E+00
-1.21000E-03,-2.72952772E+00,+2.63108302E+00,-5.34163427E+00
-1.20000E-03,-2.73957797E+00,+2.65997749E+00,-5.38069677E+00
-1.19000E-03,-2.71947747E+00,+2.65997749E+00,-5.36214209E+00
-1.18000E-03,-2.71947747E+00,+2.65997749E+00,-5.36116552E+00
-1.17000E-03,-2.71947747E+00,+2.65118352E+00,-5.35139990E+00
-1.16000E-03,-2.70063325E+00,+2.65997749E+00,-5.34163427E+00
-1.15000E-03,-2.71947747E+00,+2.65997749E+00,-5.36116552E+00
-1.14000E-03,-2.71947747E+00,+2.65997749E+00,-5.36214209E+00
-1.13000E-03,-2.73957797E+00,+2.65997749E+00,-5.38167334E+00
-1.12000E-03,-2.72073375E+00,+2.64113327E+00,-5.34163427E+00
-1.11000E-03,-2.71947747E+00,+2.66123377E+00,-5.36116552E+00
-1.10000E-03,-2.71947747E+00,+2.65997749E+00,-5.36116552E+00
-1.09000E-03,-2.73957797E+00,+2.64992724E+00,-5.37093115E+00
-1.08000E-03,-2.73957797E+00,+2.65997749E+00,-5.38069677E+00
-1.07000E-03,-2.75088450E+00,+2.63987699E+00,-5.37093115E+00
-1.06000E-03,-2.73957797E+00,+2.65997749E+00,-5.38167334E+00
-1.05000E-03,-2.73078400E+00,+2.64992724E+00,-5.36214209E+00
-1.04000E-03,-2.73957797E+00,+2.63987699E+00,-5.36116552E+00
-1.03000E-03,-2.73957797E+00,+2.65997749E+00,-5.38167334E+00
-1.02000E-03,-2.73957797E+00,+2.65997749E+00,-5.38069677E+00
-1.01000E-03,-2.73957797E+00,+2.65997749E+00,-5.38167334E+00
-1.00000E-03,-2.73957797E+00,+2.64113327E+00,-5.36214209E+00
-990.00E-06,-2.73078400E+00,+2.65997749E+00,-5.37190771E+00
-980.00E-06,-2.73957797E+00,+2.64113327E+00,-5.36214209E+00
-970.00E-06,-2.71068350E+00,+2.67002774E+00,-5.36214209E+00
-960.00E-06,-2.73957797E+00,+2.64113327E+00,-5.36214209E+00
-950.00E-06,-2.72952772E+00,+2.65997749E+00,-5.37093115E+00
-940.00E-06,-2.71947747E+00,+2.65997749E+00,-5.36214209E+00
-930.00E-06,-2.72073375E+00,+2.67002774E+00,-5.37190771E+00
-920.00E-06,-2.73957797E+00,+2.65997749E+00,-5.38167334E+00
-910.00E-06,-2.73078400E+00,+2.67002774E+00,-5.38167334E+00
-900.00E-06,-2.73957797E+00,+2.65997749E+00,-5.38069677E+00
-890.00E-06,-2.73957797E+00,+2.64992724E+00,-5.37093115E+00
-880.00E-06,-2.74083425E+00,+2.64113327E+00,-5.36214209E+00
-870.00E-06,-2.73078400E+00,+2.64992724E+00,-5.36214209E+00
-860.00E-06,-2.71947747E+00,+2.65997749E+00,-5.36214209E+00
-850.00E-06,-2.73957797E+00,+2.65118352E+00,-5.37190771E+00
-840.00E-06,-2.72073375E+00,+2.64113327E+00,-5.34163427E+00
-830.00E-06,-2.73957797E+00,+2.65118352E+00,-5.37093115E+00
-820.00E-06,-2.73957797E+00,+2.63987699E+00,-5.36214209E+00
-810.00E-06,-2.71947747E+00,+2.66123377E+00,-5.36116552E+00
-800.00E-06,-2.71947747E+00,+2.68007799E+00,-5.38167334E+00
-790.00E-06,-2.71947747E+00,+2.65118352E+00,-5.35139990E+00
-780.00E-06,-2.70063325E+00,+2.65997749E+00,-5.34163427E+00
-770.00E-06,-2.71947747E+00,+2.65997749E+00,-5.36214209E+00
-760.00E-06,-2.71947747E+00,+2.65997749E+00,-5.36116552E+00
-750.00E-06,-2.71947747E+00,+2.65118352E+00,-5.35139990E+00
-740.00E-06,-2.71947747E+00,+2.66123377E+00,-5.36214209E+00
-730.00E-06,-2.73078400E+00,+2.65997749E+00,-5.37190771E+00
-720.00E-06,-2.71947747E+00,+2.68007799E+00,-5.38069677E+00
-710.00E-06,-2.71068350E+00,+2.64992724E+00,-5.34163427E+00
-700.00E-06,-2.73957797E+00,+2.63987699E+00,-5.36214209E+00
-690.00E-06,-2.71947747E+00,+2.65997749E+00,-5.36214209E+00
-680.00E-06,-2.73957797E+00,+2.63987699E+00,-5.36214209E+00
-670.00E-06,-2.73957797E+00,+2.63987699E+00,-5.36214209E+00
-660.00E-06,-2.71947747E+00,+2.63987699E+00,-5.34065771E+00
-650.00E-06,-2.70942722E+00,+2.65118352E+00,-5.34163427E+00
-640.00E-06,-2.71947747E+00,+2.63987699E+00,-5.34065771E+00
-630.00E-06,-2.70942722E+00,+2.63987699E+00,-5.33089209E+00
-620.00E-06,-2.73957797E+00,+2.63987699E+00,-5.36116552E+00
-610.00E-06,-2.71947747E+00,+2.63108302E+00,-5.33089209E+00
-600.00E-06,-2.71947747E+00,+2.63987699E+00,-5.34065771E+00
-590.00E-06,-2.71947747E+00,+2.63108302E+00,-5.33089209E+00
-580.00E-06,-2.71947747E+00,+2.64113327E+00,-5.34163427E+00
-570.00E-06,-2.71068350E+00,+2.63987699E+00,-5.33186865E+00
-560.00E-06,-2.71947747E+00,+2.64113327E+00,-5.34163427E+00
-550.00E-06,-2.71947747E+00,+2.65997749E+00,-5.36214209E+00
-540.00E-06,-2.71947747E+00,+2.62103277E+00,-5.32210302E+00
-530.00E-06,-2.70063325E+00,+2.64992724E+00,-5.33186865E+00
-520.00E-06,-2.68053275E+00,+2.63987699E+00,-5.30159521E+00
-510.00E-06,-2.71947747E+00,+2.63987699E+00,-5.34163427E+00
-500.00E-06,-2.71947747E+00,+2.63987699E+00,-5.34163427E+00
-490.00E-06,-2.69937697E+00,+2.62982674E+00,-5.31136084E+00
-480.00E-06,-2.71947747E+00,+2.61977649E+00,-5.32210302E+00
-470.00E-06,-2.72073375E+00,+2.61977649E+00,-5.32112646E+00
-460.00E-06,-2.70063325E+00,+2.63987699E+00,-5.32210302E+00
-450.00E-06,-2.69937697E+00,+2.61977649E+00,-5.30159521E+00
-440.00E-06,-2.69937697E+00,+2.63987699E+00,-5.32210302E+00
-430.00E-06,-2.71068350E+00,+2.62103277E+00,-5.31136084E+00
-420.00E-06,-2.71947747E+00,+2.62103277E+00,-5.32210302E+00
-410.00E-06,-2.69058300E+00,+2.63108302E+00,-5.30159521E+00
-400.00E-06,-2.69937697E+00,+2.62103277E+00,-5.30159521E+00
-390.00E-06,-2.70942722E+00,+2.61977649E+00,-5.31136084E+00
-380.00E-06,-2.71947747E+00,+2.61977649E+00,-5.32112646E+00
-370.00E-06,-2.66922621E+00,+2.63987699E+00,-5.29085302E+00
-360.00E-06,-2.68053275E+00,+2.61977649E+00,-5.28206396E+00
-350.00E-06,-2.69058300E+00,+2.62982674E+00,-5.30159521E+00
-340.00E-06,-2.67927646E+00,+2.61977649E+00,-5.28206396E+00
-330.00E-06,-2.68053275E+00,+2.59967598E+00,-5.26155615E+00
-320.00E-06,-2.67927646E+00,+2.61977649E+00,-5.28206396E+00
-310.00E-06,-2.68053275E+00,+2.61977649E+00,-5.28108740E+00
-300.00E-06,-2.68053275E+00,+2.61977649E+00,-5.28206396E+00
-290.00E-06,-2.69937697E+00,+2.60972623E+00,-5.29085302E+00
-280.00E-06,-2.67927646E+00,+2.61977649E+00,-5.28206396E+00
-270.00E-06,-2.67927646E+00,+2.60972623E+00,-5.27132177E+00
-260.00E-06,-2.67927646E+00,+2.61977649E+00,-5.28108740E+00
-250.00E-06,-2.67927646E+00,+2.60972623E+00,-5.27132177E+00
-240.00E-06,-2.65917596E+00,+2.61977649E+00,-5.26155615E+00
-230.00E-06,-2.67927646E+00,+2.59967598E+00,-5.26155615E+00
-220.00E-06,-2.67927646E+00,+2.60093226E+00,-5.26155615E+00
-210.00E-06,-2.66922621E+00,+2.59967598E+00,-5.25081396E+00
-200.00E-06,-2.65917596E+00,+2.61977649E+00,-5.26155615E+00
-190.00E-06,-2.65917596E+00,+2.61098252E+00,-5.25081396E+00
-180.00E-06,-2.66043224E+00,+2.58083176E+00,-5.22151709E+00
-170.00E-06,-2.65917596E+00,+2.59967598E+00,-5.24104834E+00
-160.00E-06,-2.65917596E+00,+2.61977649E+00,-5.26057959E+00
-150.00E-06,-2.65917596E+00,+2.61098252E+00,-5.25081396E+00
-140.00E-06,-2.65917596E+00,+2.59967598E+00,-5.24104834E+00
-130.00E-06,-2.65917596E+00,+2.59967598E+00,-5.24104834E+00
-120.00E-06,-2.65917596E+00,+2.59967598E+00,-5.24007177E+00
-110.00E-06,-2.65917596E+00,+2.58962573E+00,-5.23030615E+00
-100.00E-06,-2.66043224E+00,+2.57957548E+00,-5.22151709E+00
-90.00E-06,-2.66043224E+00,+2.57957548E+00,-5.22054052E+00
-80.00E-06,-2.64033174E+00,+2.57957548E+00,-5.20100927E+00
-70.00E-06,-2.65917596E+00,+2.57078151E+00,-5.21077490E+00
-60.00E-06,-2.65917596E+00,+2.57957548E+00,-5.22151709E+00
-50.00E-06,-2.64912571E+00,+2.56952523E+00,-5.20100927E+00
-40.00E-06,-2.63907546E+00,+2.58083176E+00,-5.20100927E+00
-30.00E-06,-2.63907546E+00,+2.55947498E+00,-5.18147802E+00
-20.00E-06,-2.64033174E+00,+2.55947498E+00,-5.18147802E+00
-10.00E-06,-2.62902521E+00,+2.57078151E+00,-5.18147802E+00
-0.0E+00,-2.63907546E+00,+2.56073126E+00,-5.18147802E+00
+10.00E-06,-2.63907546E+00,+2.59088201E+00,-5.21077490E+00
+20.00E-06,-2.61897496E+00,+2.59967598E+00,-5.20003271E+00
+30.00E-06,-2.63907546E+00,+2.55947498E+00,-5.18147802E+00
+40.00E-06,-2.63907546E+00,+2.57957548E+00,-5.20003271E+00
+50.00E-06,-2.61897496E+00,+2.57078151E+00,-5.17073584E+00
+60.00E-06,-2.63907546E+00,+2.55947498E+00,-5.18050146E+00
+70.00E-06,-2.61897496E+00,+2.55947498E+00,-5.16097021E+00
+80.00E-06,-2.61897496E+00,+2.55947498E+00,-5.16097021E+00
+90.00E-06,-2.63907546E+00,+2.55068101E+00,-5.17073584E+00
+100.00E-06,-2.63907546E+00,+2.55947498E+00,-5.18050146E+00
+110.00E-06,-2.63028149E+00,+2.53937448E+00,-5.15120459E+00
+120.00E-06,-2.61897496E+00,+2.53937448E+00,-5.14046240E+00
+130.00E-06,-2.61018099E+00,+2.54942473E+00,-5.14143896E+00
+140.00E-06,-2.61897496E+00,+2.52053026E+00,-5.12093115E+00
+150.00E-06,-2.60892471E+00,+2.54942473E+00,-5.14046240E+00
+160.00E-06,-2.62023124E+00,+2.51927397E+00,-5.12093115E+00
+170.00E-06,-2.61897496E+00,+2.53937448E+00,-5.14143896E+00
+180.00E-06,-2.59887446E+00,+2.53937448E+00,-5.12093115E+00
+190.00E-06,-2.59008049E+00,+2.53937448E+00,-5.11116552E+00
+200.00E-06,-2.59887446E+00,+2.53937448E+00,-5.11995459E+00
+210.00E-06,-2.59887446E+00,+2.51927397E+00,-5.10139990E+00
+220.00E-06,-2.58003023E+00,+2.55947498E+00,-5.11995459E+00
+230.00E-06,-2.59887446E+00,+2.53058051E+00,-5.11116552E+00
+240.00E-06,-2.59887446E+00,+2.51927397E+00,-5.10042334E+00
+250.00E-06,-2.58882420E+00,+2.51927397E+00,-5.09065771E+00
+260.00E-06,-2.58003023E+00,+2.51927397E+00,-5.08089209E+00
+270.00E-06,-2.59887446E+00,+2.53058051E+00,-5.11116552E+00
+280.00E-06,-2.55992973E+00,+2.53937448E+00,-5.08089209E+00
+290.00E-06,-2.57877395E+00,+2.51927397E+00,-5.07991552E+00
+300.00E-06,-2.57877395E+00,+2.51927397E+00,-5.08089209E+00
+310.00E-06,-2.57877395E+00,+2.51048000E+00,-5.07014990E+00
+320.00E-06,-2.59887446E+00,+2.49917347E+00,-5.08089209E+00
+330.00E-06,-2.57877395E+00,+2.49917347E+00,-5.06038427E+00
+340.00E-06,-2.57877395E+00,+2.49917347E+00,-5.05940771E+00
+350.00E-06,-2.56872370E+00,+2.49917347E+00,-5.04964209E+00
+360.00E-06,-2.55992973E+00,+2.49917347E+00,-5.04085302E+00
+370.00E-06,-2.56872370E+00,+2.49037950E+00,-5.04085302E+00
+380.00E-06,-2.55867345E+00,+2.49917347E+00,-5.03987646E+00
+390.00E-06,-2.55867345E+00,+2.49917347E+00,-5.04085302E+00
+400.00E-06,-2.55867345E+00,+2.46022875E+00,-5.00081396E+00
+410.00E-06,-2.56997998E+00,+2.48912322E+00,-5.04085302E+00
+420.00E-06,-2.53857295E+00,+2.48032925E+00,-5.00081396E+00
+430.00E-06,-2.55867345E+00,+2.47907297E+00,-5.02034521E+00
+440.00E-06,-2.51972873E+00,+2.47907297E+00,-4.98030615E+00
+450.00E-06,-2.53857295E+00,+2.47907297E+00,-5.00081396E+00
+460.00E-06,-2.53982923E+00,+2.47907297E+00,-5.00081396E+00
+470.00E-06,-2.55867345E+00,+2.45897247E+00,-4.99983740E+00
+480.00E-06,-2.51972873E+00,+2.46022875E+00,-4.96175146E+00
+490.00E-06,-2.53857295E+00,+2.46902272E+00,-4.99007177E+00
+500.00E-06,-2.53857295E+00,+2.47907297E+00,-4.99983740E+00
+510.00E-06,-2.52977898E+00,+2.45897247E+00,-4.97151709E+00
+520.00E-06,-2.51972873E+00,+2.44012825E+00,-4.94124365E+00
+530.00E-06,-2.51847245E+00,+2.45897247E+00,-4.96077490E+00
+540.00E-06,-2.49962823E+00,+2.45897247E+00,-4.94026709E+00
+550.00E-06,-2.51847245E+00,+2.44892222E+00,-4.95100927E+00
+560.00E-06,-2.49962823E+00,+2.45897247E+00,-4.94124365E+00
+570.00E-06,-2.50842219E+00,+2.44892222E+00,-4.94026709E+00
+580.00E-06,-2.49837194E+00,+2.45897247E+00,-4.94026709E+00
+590.00E-06,-2.50842219E+00,+2.42882171E+00,-4.92073584E+00
+600.00E-06,-2.47952772E+00,+2.43887196E+00,-4.90120459E+00
+610.00E-06,-2.50842219E+00,+2.45017850E+00,-4.94026709E+00
+620.00E-06,-2.47827144E+00,+2.44012825E+00,-4.90120459E+00
+630.00E-06,-2.47827144E+00,+2.45017850E+00,-4.91097021E+00
+640.00E-06,-2.49837194E+00,+2.41877146E+00,-4.90022802E+00
+650.00E-06,-2.48957797E+00,+2.43007800E+00,-4.90022802E+00
+660.00E-06,-2.45942722E+00,+2.43887196E+00,-4.87972021E+00
+670.00E-06,-2.48957797E+00,+2.42882171E+00,-4.90022802E+00
+680.00E-06,-2.49837194E+00,+2.41877146E+00,-4.90022802E+00
+690.00E-06,-2.48957797E+00,+2.41877146E+00,-4.89046240E+00
+700.00E-06,-2.45942722E+00,+2.41877146E+00,-4.86116552E+00
+710.00E-06,-2.48957797E+00,+2.39867096E+00,-4.86995459E+00
+720.00E-06,-2.49837194E+00,+2.39867096E+00,-4.87972021E+00
