x-axis,1,2
second,Volt,Volt
-10.00000E-03,-135.55288E-03,+553.51753E-03
-9.99000E-03,-135.55288E-03,+513.31652E-03
-9.98000E-03,-135.55288E-03,+473.11552E-03
-9.97000E-03,-158.16594E-03,+513.31652E-03
-9.96000E-03,-215.95489E-03,+473.11552E-03
-9.95000E-03,-175.75388E-03,+432.91451E-03
-9.94000E-03,-215.95489E-03,+392.71351E-03
-9.93000E-03,-215.95489E-03,+392.71351E-03
-9.92000E-03,-215.95489E-03,+317.33663E-03
-9.91000E-03,-236.05539E-03,+312.31150E-03
-9.90000E-03,-258.66846E-03,+312.31150E-03
-9.89000E-03,-256.15589E-03,+312.31150E-03
-9.88000E-03,-296.35690E-03,+312.31150E-03
-9.87000E-03,-256.15589E-03,+231.90949E-03
-9.86000E-03,-296.35690E-03,+231.90949E-03
-9.85000E-03,-318.96996E-03,+231.90949E-03
-9.84000E-03,-336.55790E-03,+156.53261E-03
-9.83000E-03,-336.55790E-03,+151.50748E-03
-9.82000E-03,-376.75891E-03,+151.50748E-03
-9.81000E-03,-356.65840E-03,+151.50748E-03
-9.80000E-03,-376.75891E-03,+71.10547E-03
-9.79000E-03,-376.75891E-03,+30.90447E-03
-9.78000E-03,-416.95991E-03,+71.10547E-03
-9.77000E-03,-416.95991E-03,-9.29654E-03
-9.76000E-03,-416.95991E-03,-9.29654E-03
-9.75000E-03,-439.57298E-03,-9.29654E-03
-9.74000E-03,-419.47247E-03,-89.69855E-03
-9.73000E-03,-439.57298E-03,-44.47242E-03
-9.72000E-03,-459.67348E-03,-170.10055E-03
-9.71000E-03,-477.26142E-03,-170.10055E-03
-9.70000E-03,-497.36192E-03,-170.10055E-03
-9.69000E-03,-517.46242E-03,-170.10055E-03
-9.68000E-03,-497.36192E-03,-250.50256E-03
-9.67000E-03,-537.56293E-03,-250.50256E-03
-9.66000E-03,-537.56293E-03,-250.50256E-03
-9.65000E-03,-537.56293E-03,-330.90457E-03
-9.64000E-03,-577.76393E-03,-325.87945E-03
-9.63000E-03,-577.76393E-03,-330.90457E-03
-9.62000E-03,-577.76393E-03,-406.28146E-03
-9.61000E-03,-577.76393E-03,-366.08045E-03
-9.60000E-03,-617.96493E-03,-411.30658E-03
-9.59000E-03,-597.86443E-03,-411.30658E-03
-9.58000E-03,-658.16594E-03,-486.68347E-03
-9.57000E-03,-678.26644E-03,-446.48246E-03
-9.56000E-03,-620.47750E-03,-491.70859E-03
-9.55000E-03,-640.57800E-03,-491.70859E-03
-9.54000E-03,-658.16594E-03,-572.11060E-03
