x-axis,1,2
second,Volt,Volt
-50.00000E-03,+27.35427E-03,-9.98493E-03
-49.95000E-03,+26.14824E-03,-8.47739E-03
-49.90000E-03,+29.16332E-03,-6.59297E-03
-49.85000E-03,+25.94724E-03,-4.83417E-03
-49.80000E-03,+26.65075E-03,-3.82915E-03
-49.75000E-03,+24.64070E-03,-1.69347E-03
-49.70000E-03,+24.43970E-03,+316.58E-06
-49.65000E-03,+23.63568E-03,+1.94975E-03
-49.60000E-03,+25.64573E-03,+3.58291E-03
-49.55000E-03,+25.04271E-03,+4.33668E-03
-49.50000E-03,+25.54523E-03,+5.96985E-03
-49.45000E-03,+26.75126E-03,+7.47739E-03
-49.40000E-03,+25.64573E-03,+9.61306E-03
-49.35000E-03,+25.64573E-03,+10.74372E-03
-49.30000E-03,+25.34422E-03,+12.00000E-03
-49.25000E-03,+25.04271E-03,+14.01005E-03
-49.20000E-03,+26.04774E-03,+15.76884E-03
-49.15000E-03,+24.84171E-03,+17.02512E-03
-49.10000E-03,+25.54523E-03,+18.15578E-03
-49.05000E-03,+25.34422E-03,+19.53769E-03
-49.00000E-03,+24.03769E-03,+21.17085E-03
-48.95000E-03,+25.74623E-03,+22.17588E-03
-48.90000E-03,+25.24372E-03,+23.55779E-03
-48.85000E-03,+24.74121E-03,+24.68844E-03
-48.80000E-03,+25.54523E-03,+26.32161E-03
-48.75000E-03,+25.84673E-03,+27.07537E-03
-48.70000E-03,+25.04271E-03,+28.83417E-03
-48.65000E-03,+26.44975E-03,+30.34171E-03
-48.60000E-03,+24.74121E-03,+31.34673E-03
-48.55000E-03,+25.24372E-03,+32.22613E-03
-48.50000E-03,+24.64070E-03,+33.35678E-03
-48.45000E-03,+26.34925E-03,+34.48744E-03
-48.40000E-03,+24.43970E-03,+36.37186E-03
-48.35000E-03,+23.63568E-03,+37.12563E-03
-48.30000E-03,+25.24372E-03,+37.50251E-03
-48.25000E-03,+24.94221E-03,+38.63316E-03
-48.20000E-03,+24.74121E-03,+39.88945E-03
-48.15000E-03,+25.74623E-03,+40.76884E-03
-48.10000E-03,+25.14322E-03,+42.02512E-03
-48.05000E-03,+25.34422E-03,+42.27638E-03
-48.00000E-03,+25.84673E-03,+43.40703E-03
-47.95000E-03,+23.33417E-03,+43.78392E-03
-47.90000E-03,+23.73618E-03,+44.53769E-03
-47.85000E-03,+23.53518E-03,+45.91960E-03
-47.80000E-03,+22.73116E-03,+46.92462E-03
-47.75000E-03,+24.33920E-03,+46.67336E-03
-47.70000E-03,+23.13317E-03,+47.30151E-03
