x-axis,1,2
second,Volt,Volt
-2.301400E+00,,
-2.299100E+00,-2.571608E+00,-6.905362E+00
-2.296800E+00,-2.551508E+00,-6.905362E+00
-2.294500E+00,-2.536432E+00,-6.905362E+00
-2.292200E+00,-2.521357E+00,-6.905261E+00
-2.289900E+00,-2.496231E+00,-6.905261E+00
-2.287600E+00,-2.471106E+00,-6.905261E+00
-2.285300E+00,-2.466080E+00,-6.905362E+00
-2.283000E+00,-2.461055E+00,-6.905261E+00
-2.280700E+00,-2.445980E+00,-6.905261E+00
-2.278400E+00,-2.415829E+00,-6.905362E+00
-2.276100E+00,-2.385678E+00,-6.905261E+00
-2.273800E+00,-2.370603E+00,-6.905261E+00
-2.271500E+00,-2.345477E+00,-6.905161E+00
-2.269200E+00,-2.325377E+00,-6.905161E+00
-2.266900E+00,-2.295226E+00,-6.905261E+00
-2.264600E+00,-2.295226E+00,-6.905060E+00
-2.262300E+00,-2.290201E+00,-6.905161E+00
-2.260000E+00,-2.275126E+00,-6.905060E+00
-2.257700E+00,-2.255025E+00,-6.905161E+00
-2.255400E+00,-2.234925E+00,-6.905161E+00
-2.253100E+00,-2.214824E+00,-6.905161E+00
-2.250800E+00,-2.194724E+00,-6.905261E+00
-2.248500E+00,-2.179648E+00,-6.905161E+00
-2.246200E+00,-2.159548E+00,-6.905060E+00
-2.243900E+00,-2.139447E+00,-6.904960E+00
-2.241600E+00,-2.134422E+00,-6.904859E+00
-2.239300E+00,-2.109296E+00,-6.904960E+00
-2.237000E+00,-2.094221E+00,-6.905060E+00
-2.234700E+00,-2.074121E+00,-6.904960E+00
-2.232400E+00,-2.033920E+00,-6.904960E+00
-2.230100E+00,-2.018844E+00,-6.904960E+00
-2.227800E+00,-1.993719E+00,-6.904859E+00
-2.225500E+00,-1.973618E+00,-6.904859E+00
-2.223200E+00,-1.958543E+00,-6.904859E+00
-2.220900E+00,-1.953518E+00,-6.904658E+00
-2.218600E+00,-1.903266E+00,-6.904759E+00
-2.216300E+00,-1.898241E+00,-6.904759E+00
-2.214000E+00,-1.873116E+00,-6.904658E+00
-2.211700E+00,-1.842965E+00,-6.904759E+00
-2.209400E+00,-1.822864E+00,-6.904658E+00
-2.207100E+00,-1.812814E+00,-6.904658E+00
-2.204800E+00,-1.792714E+00,-6.904558E+00
-2.202500E+00,-1.772613E+00,-6.904558E+00
-2.200200E+00,-1.757538E+00,-6.904357E+00
-2.197900E+00,-1.742462E+00,-6.904457E+00
-2.195600E+00,-1.712312E+00,-6.904457E+00
